time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-10-31T17:49:40.780Z,-20.3378,-177.5621,514.17,4.3,mb,,140,4.884,0.52,us,us2000bkzw,2018-01-24T01:25:01.040Z,"123km ENE of Ndoi Island, Fiji",earthquake,20.7,20.7,0.138,15,reviewed,us,us
2017-10-31T17:48:12.291Z,59.894,-152.8245,99.4,1.6,ml,,,,0.37,ak,ak17158644,2017-11-03T10:14:36.785Z,"57km WNW of Anchor Point, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-10-31T17:47:01.670Z,38.7981682,-122.7986679,3.15,0.82,md,6,146,0.01013,0.02,nc,nc72916701,2017-10-31T18:36:03.614Z,"4km WNW of The Geysers, California",earthquake,0.69,1.36,0.05,3,automatic,nc,nc
2017-10-31T17:43:13.054Z,61.3162,-150.8028,54.9,1.5,ml,,,,0.37,ak,ak17131659,2017-11-03T10:14:36.375Z,"49km WNW of Anchorage, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-10-31T17:39:34.310Z,37.5981667,-118.9545,0.89,1.41,md,27,133,0.01937,0.04,nc,nc72916696,2017-11-07T07:56:03.089Z,"5km SSE of Mammoth Lakes, California",earthquake,0.25,0.48,0.289,24,reviewed,nc,nc
2017-10-31T17:35:21.760Z,-30.2118,-179.1441,310.32,4.1,mb,,147,1.43,0.82,us,us1000az72,2018-01-24T01:25:01.040Z,"137km N of L'Esperance Rock, New Zealand",earthquake,18.3,14.6,0.158,11,reviewed,us,us
2017-10-31T17:27:33.230Z,37.9086667,-119.3181667,3.86,1.24,md,19,251,0.1801,0.08,nc,nc72916691,2017-11-01T03:37:03.436Z,"29km NE of Yosemite Valley, California",earthquake,1.08,8.84,0.155,14,reviewed,nc,nc
2017-10-31T17:23:27.690Z,43.45,-122.9441667,-0.48,1.44,ml,5,263,0.1314,0.16,uw,uw61324247,2017-10-31T18:18:53.470Z,"20km NE of Glide, Oregon",explosion,1.63,31.61,0.04,3,reviewed,uw,uw
2017-10-31T17:20:16.218Z,53.4926,-167.0272,71.6,2,ml,,,,0.22,ak,ak17131648,2017-11-03T10:14:35.931Z,"53km SW of Unalaska, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2017-10-31T17:18:38.983Z,37.9621,-118.6608,7.4,0.5,ml,9,131.19,0.138,0.0997,nn,nn00611040,2017-10-31T17:58:11.979Z,"44km NE of Mammoth Lakes, California",earthquake,,6.4,0.22,3,reviewed,nn,nn
2017-10-31T17:16:27.830Z,33.6251667,-116.6755,13.15,0.46,ml,13,92,0.06931,0.1,ci,ci38034080,2017-10-31T17:25:58.167Z,"8km N of Anza, CA",earthquake,0.34,0.68,0.078,4,reviewed,ci,ci
2017-10-31T17:14:08.710Z,46.1753,142.1335,10,4.4,mb,,107,0.895,0.77,us,us1000az6p,2018-01-24T01:25:01.040Z,"35km SE of Shebunino, Russia",earthquake,5.2,1.8,0.064,70,reviewed,us,us
2017-10-31T17:13:32.170Z,40.9308333,-122.3985,14.41,1.9,md,23,55,0.2008,0.13,nc,nc72916686,2017-11-07T23:05:02.478Z,"27km N of Shasta Lake, California",earthquake,0.3,1.27,0.132,23,reviewed,nc,nc
2017-10-31T17:02:47.583Z,60.6125,-142.8882,6.3,2.1,ml,,,,1.01,ak,ak17131632,2017-11-01T01:05:28.930Z,"65km NNW of Cape Yakataga, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-10-31T17:02:16.374Z,61.2797,-146.9766,10.3,3.5,ml,,,,0.59,ak,ak17131625,2018-01-24T01:25:01.040Z,"37km WNW of Valdez, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2017-10-31T16:58:21.350Z,33.9136667,-117.8895,8.46,0.96,ml,27,79,0.04255,0.23,ci,ci38034064,2017-10-31T17:24:58.155Z,"1km ESE of Brea, CA",earthquake,0.37,0.56,0.088,8,reviewed,ci,ci
2017-10-31T16:56:46.351Z,60.3403,-141.1731,15,1.1,ml,,,,0.46,ak,ak17131624,2017-11-03T10:14:34.769Z,"76km ENE of Cape Yakataga, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2017-10-31T16:51:40.605Z,60.477,-153.0984,132.3,1.7,ml,,,,0.4,ak,ak17131066,2017-11-03T10:14:34.309Z,"19km W of Redoubt Volcano, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2017-10-31T16:47:45.540Z,-3.9097,128.0903,10,5,mb,,49,4.266,1.09,us,us1000az4z,2018-01-24T01:25:01.040Z,"21km SSW of Amahusu, Indonesia",earthquake,7.6,1.9,0.08,50,reviewed,us,us
2017-10-31T16:30:30.140Z,-15.7329,-173.1472,10,5,mb,,82,4.528,0.89,us,us1000az4p,2018-01-24T01:25:01.040Z,"68km ENE of Hihifo, Tonga",earthquake,10.9,1.9,0.058,95,reviewed,us,us
2017-10-31T16:29:08.340Z,36.7496667,-121.4673333,8.53,2.76,md,68,32,0.008123,0.11,nc,nc72916681,2017-11-01T05:35:01.635Z,"11km SW of Ridgemark, California",earthquake,0.15,0.22,0.136,101,reviewed,nc,nc
2017-10-31T16:24:06.950Z,44.7791667,-111.0215,7.02,0.43,md,6,206,0.02265,0.15,uu,uu60013464,2017-10-31T21:31:57.830Z,"14km NNE of West Yellowstone, Montana",earthquake,1.28,0.89,0.207,5,reviewed,uu,uu
2017-10-31T16:23:54.130Z,44.772,-111.0291667,7.97,0.42,md,9,182,0.02071,0.17,uu,uu60255652,2017-10-31T21:28:19.870Z,"13km NNE of West Yellowstone, Montana",earthquake,0.82,0.57,0.391,7,reviewed,uu,uu
2017-10-31T16:23:50.480Z,19.8298333,-155.5581667,24.447,1.79,md,31,94,0.07607,0.12,hv,hv61962471,2017-10-31T19:29:00.840Z,"24km SSE of Waimea, Hawaii",earthquake,0.53,1.06,0.112,14,reviewed,hv,hv
2017-10-31T16:21:44.580Z,-3.7997,142.1085,46.68,4.5,mb,,149,7.494,0.78,us,us2000bkz3,2018-01-24T01:25:01.040Z,"77km SSW of Aitape, Papua New Guinea",earthquake,13.1,9.9,0.128,18,reviewed,us,us
2017-10-31T16:15:45.200Z,37.6011667,-118.9555,0.34,0.4,md,17,172,0.01628,0.04,nc,nc72916671,2017-10-31T19:18:03.721Z,"5km SSE of Mammoth Lakes, California",earthquake,0.44,0.27,0.298,13,reviewed,nc,nc
2017-10-31T16:14:54.100Z,37.5981667,-118.9546667,0.93,1.31,md,28,133,0.01934,0.04,nc,nc72916666,2017-11-07T08:28:03.310Z,"5km SSE of Mammoth Lakes, California",earthquake,0.28,0.5,0.271,22,reviewed,nc,nc
2017-10-31T16:13:06.910Z,52.4814,-169.4485,26.67,3.2,ml,,214,0.348,0.31,us,us2000bhmp,2018-01-24T01:25:01.040Z,"64km SW of Nikolski, Alaska",earthquake,5.9,12.9,0.148,6,reviewed,us,us
2017-10-31T16:05:32.650Z,36.4631667,-120.3036667,4.6,1.85,md,24,247,0.07966,0.16,nc,nc72916661,2017-11-03T19:45:04.773Z,"18km SSW of San Joaquin, California",earthquake,0.94,0.42,0.284,12,reviewed,nc,nc
2017-10-31T16:04:11.140Z,-15.3306,-173.0076,10,4.4,mb,,133,1.848,0.18,us,us2000bkyw,2018-01-24T01:25:01.040Z,"105km NE of Hihifo, Tonga",earthquake,12,1.9,0.179,12,reviewed,us,us
2017-10-31T16:02:14.730Z,33.5095,-116.7951667,5.03,0.76,ml,34,37,0.005191,0.14,ci,ci38034040,2017-10-31T16:27:23.679Z,"10km NE of Aguanga, CA",earthquake,0.14,0.51,0.121,19,reviewed,ci,ci
2017-10-31T16:01:10.130Z,55.225,162.1228,35,4.1,mb,,150,3.007,0.81,us,us2000bkyx,2018-01-24T01:25:01.040Z,"113km SSW of Ust'-Kamchatsk Staryy, Russia",earthquake,12.7,2,0.066,63,reviewed,us,us
2017-10-31T15:56:10.200Z,36.028,-97.9131,7.655,2.6,ml,,32,,0.22,us,us1000az3c,2018-01-24T01:25:01.040Z,"9km S of Hennessey, Oklahoma",earthquake,1.3,6.3,,,reviewed,tul,tul
2017-10-31T15:54:17.270Z,19.2583333,-155.3855,3.391,2.28,ml,48,126,0.02362,0.13,hv,hv61962456,2017-10-31T22:38:30.420Z,"11km ENE of Pahala, Hawaii",earthquake,0.31,0.71,0.205,14,reviewed,hv,hv
2017-10-31T15:50:50.268Z,58.5361,-136.6928,7.6,2,ml,,,,0.68,ak,ak17130494,2017-11-03T21:09:19.343Z,"57km WNW of Gustavus, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-10-31T15:49:10.580Z,46.8845,-112.5251667,14.28,1.13,ml,8,119,0.183,0.1,mb,mb80267524,2017-11-02T19:16:11.350Z,"14km ESE of Lincoln, Montana",earthquake,1.29,0.62,0.001,2,reviewed,mb,mb
2017-10-31T15:45:36.570Z,37.6056667,-118.943,1.66,0.23,md,11,188,0.01754,0.04,nc,nc72916656,2017-10-31T17:57:04.542Z,"5km SSE of Mammoth Lakes, California",earthquake,0.74,0.31,0.204,8,reviewed,nc,nc
2017-10-31T15:42:20.100Z,46.8763333,-112.5278333,11.58,1.83,ml,13,105,0.187,0.19,mb,mb80267519,2017-11-01T14:27:11.680Z,"14km SE of Lincoln, Montana",earthquake,0.84,1.03,0.065,2,reviewed,mb,mb
2017-10-31T15:32:27.980Z,38.8298333,-122.8218333,1.14,0.58,md,17,72,0.01121,0.05,nc,nc72916651,2017-11-07T08:01:04.100Z,"8km W of Cobb, California",earthquake,0.26,0.35,0.055,3,reviewed,nc,nc
2017-10-31T15:27:44.190Z,-4.7132,153.7216,70.35,4.5,mb,,99,1.637,1.02,us,us2000bkyt,2018-01-24T01:25:01.040Z,"81km ESE of Taron, Papua New Guinea",earthquake,10.6,5.6,0.127,21,reviewed,us,us
2017-10-31T15:26:28.048Z,62.4316,-152.3402,118.3,1.4,ml,,,,0.37,ak,ak17130492,2017-11-03T10:14:33.090Z,"116km W of Talkeetna, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-10-31T15:26:14.310Z,35.9635,-120.5083333,2.36,0.55,md,16,76,0.0122,0.04,nc,nc72916646,2017-11-02T21:53:03.117Z,"23km SW of Coalinga, California",earthquake,0.18,0.47,0.384,4,reviewed,nc,nc
2017-10-31T15:25:20.060Z,-21.5412,169.306,10,4.6,mb,,88,1.189,0.83,us,us1000az2q,2018-01-24T01:25:01.040Z,"147km E of Tadine, New Caledonia",earthquake,4.4,1.9,0.092,35,reviewed,us,us
2017-10-31T15:16:35.930Z,42.6525,-111.4545,6.71,1.91,ml,15,103,0.1098,0.2,uu,uu60255647,2017-11-01T17:57:37.850Z,"12km E of Soda Springs, Idaho",earthquake,0.8,1.06,0.158,4,reviewed,uu,uu
2017-10-31T15:13:06.900Z,36.029,-97.9131,6.522,2.6,ml,,26,,0.19,us,us1000az24,2018-01-24T01:25:01.040Z,"8km S of Hennessey, Oklahoma",earthquake,1,3.5,,,reviewed,tul,tul
2017-10-31T15:05:45.102Z,63.1172,-150.3073,106.3,2,ml,,,,0.37,ak,ak17130480,2017-11-03T10:14:32.521Z,"74km WSW of Cantwell, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2017-10-31T15:04:45.280Z,37.4546667,-118.8088333,-1.58,0.88,md,9,174,0.1314,0.06,nc,nc72916641,2017-10-31T17:15:04.469Z,"25km SE of Mammoth Lakes, California",earthquake,0.74,0.45,0.053,9,reviewed,nc,nc
2017-10-31T15:03:59.278Z,61.143,-140.0494,4.6,1.8,ml,,,,0.4,ak,ak17130471,2017-11-03T10:14:32.078Z,"144km WNW of Haines Junction, Canada",earthquake,,0.2,,,reviewed,ak,ak
2017-10-31T14:57:40.494Z,59.4722,-152.477,68.4,2,ml,,,,0.45,ak,ak17130466,2017-11-03T10:14:31.535Z,"49km SW of Anchor Point, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-10-31T14:57:27.520Z,35.711,-121.046,9.67,1.09,md,21,64,0.09229,0.07,nc,nc72916636,2017-11-07T05:19:03.970Z,"15km W of Lake Nacimiento, California",earthquake,0.29,0.81,0.182,11,reviewed,nc,nc
2017-10-31T14:55:56.960Z,-3.7971,127.7522,10,5.1,mb,,48,4.554,0.85,us,us2000bkys,2018-01-24T01:25:01.040Z,"44km WSW of Hila, Indonesia",earthquake,7.6,1.9,0.084,46,reviewed,us,us
2017-10-31T14:55:43.431Z,60.1533,-141.3753,0,1.4,ml,,,,0.64,ak,ak17130465,2017-11-03T10:14:31.178Z,"59km E of Cape Yakataga, Alaska",ice quake,,0,,,reviewed,ak,ak
2017-10-31T14:51:59.180Z,33.9833333,-116.9266667,7.08,0.87,ml,22,105,0.06652,0.12,ci,ci38034032,2017-10-31T16:48:03.091Z,"8km NE of Beaumont, CA",earthquake,0.18,0.72,0.159,10,reviewed,ci,ci
2017-10-31T14:49:55.120Z,19.4283333,-155.3933333,3.594,2.67,ml,59,41,0.06487,0.15,hv,hv61962406,2018-01-24T01:25:01.040Z,"16km W of Volcano, Hawaii",earthquake,0.26,0.97,0.198,34,reviewed,hv,hv
2017-10-31T14:38:55.500Z,-17.0977,-179.1066,537.15,4.3,mb,,106,2.787,0.55,us,us2000bkzy,2018-01-24T01:25:01.040Z,"177km ESE of Lambasa, Fiji",earthquake,15.1,8.9,0.088,37,reviewed,us,us
2017-10-31T14:34:50.140Z,37.4718333,-118.8286667,0.47,2.16,md,36,117,0.08658,0.03,nc,nc72916631,2017-11-04T05:31:02.434Z,"23km SSE of Mammoth Lakes, California",earthquake,0.29,1.59,0.249,33,reviewed,nc,nc
2017-10-31T14:27:00.390Z,-4.1045,127.9301,10,4.1,mb,,102,4.468,0.66,us,us2000bkz0,2018-01-24T01:25:01.040Z,"48km SSW of Amahusu, Indonesia",earthquake,6.5,1.9,0.174,9,reviewed,us,us
2017-10-31T14:23:57.150Z,50.4024,155.8863,117.96,4.5,mb,,98,2.934,0.89,us,us2000bkz1,2018-01-24T01:25:01.040Z,"35km SSW of Severo-Kuril'sk, Russia",earthquake,11.1,6.7,0.131,18,reviewed,us,us
2017-10-31T14:20:44.152Z,63.0537,-148.4923,64.1,1.4,ml,,,,0.56,ak,ak17129908,2017-11-03T10:14:30.741Z,"44km SSE of Cantwell, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2017-10-31T14:20:11.960Z,33.5025,-116.7958333,5.84,1.15,ml,46,31,0.07954,0.19,ci,ci38033992,2017-10-31T14:34:02.396Z,"9km NE of Aguanga, CA",earthquake,0.18,0.76,0.146,25,reviewed,ci,ci
2017-10-31T14:17:42.530Z,38.8370018,-122.8021698,1.26,1.01,md,11,75,0.01492,0.01,nc,nc72916626,2017-10-31T15:59:03.315Z,"7km WNW of Cobb, California",earthquake,0.3,0.59,0.07,4,automatic,nc,nc
2017-10-31T14:15:07.700Z,36.0335,-97.9069,4.957,2.7,ml,,24,,0.18,us,us1000az17,2018-01-24T01:25:01.040Z,"8km S of Hennessey, Oklahoma",earthquake,1.4,3.3,,,reviewed,tul,tul
2017-10-31T14:10:30.050Z,-21.5697,169.2477,10,4.5,mb,,89,1.136,1.32,us,us2000bkyn,2018-01-24T01:25:01.040Z,"141km E of Tadine, New Caledonia",earthquake,7.8,1.9,0.128,20,reviewed,us,us
2017-10-31T14:09:24.579Z,64.3764,-147.3201,-0.5,0.9,ml,,,,0.36,ak,ak17129906,2017-11-03T21:09:18.945Z,"25km SW of Salcha, Alaska",earthquake,,22.3,,,reviewed,ak,ak
2017-10-31T14:06:09.164Z,51.6779,-178.4378,6.9,1.9,ml,,,,0.41,ak,ak17158628,2017-11-03T10:14:29.964Z,"30km SW of Tanaga Volcano, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-10-31T14:05:41.630Z,19.4316673,-155.4600067,9.72,1.82,md,44,35,0.05935,0.19,hv,hv61962391,2017-10-31T14:08:55.140Z,"23km W of Volcano, Hawaii",earthquake,0.33,0.67,0.23,22,automatic,hv,hv
2017-10-31T14:04:42.360Z,19.2623333,-155.3843333,3.171,1.07,md,24,125,0.02766,0.14,hv,hv61962386,2017-10-31T23:33:52.420Z,"11km ENE of Pahala, Hawaii",earthquake,0.38,0.83,0.191,12,reviewed,hv,hv
2017-10-31T14:04:17.074Z,37.965,-118.6629,10,0.8,ml,11,105.72,0.135,0.1284,nn,nn00611019,2017-11-01T02:35:54.304Z,"44km NE of Mammoth Lakes, California",earthquake,,4.1,0.04,4,reviewed,nn,nn
2017-10-31T14:01:17.378Z,37.9608,-118.6672,11,0.6,ml,6,131.64,0.136,0.1458,nn,nn00611017,2017-11-01T02:35:50.961Z,"43km NE of Mammoth Lakes, California",earthquake,,5.7,0,1,reviewed,nn,nn
2017-10-31T14:00:48.000Z,-19.753,-69.149,116.2,4.2,mb,,,,0.97,us,us1000aze6,2018-01-24T01:25:01.040Z,"116km ENE of Iquique, Chile",earthquake,14.1,7.3,0.2,7,reviewed,guc,us
2017-10-31T13:55:10.660Z,37.6376667,-118.931,-0.32,0.84,md,17,76,0.02514,0.07,nc,nc72916621,2017-11-07T04:56:03.929Z,"3km ESE of Mammoth Lakes, California",earthquake,0.27,0.38,0.45,15,reviewed,nc,nc
2017-10-31T13:54:22.670Z,32.4021667,-115.2163333,7.85,2.14,ml,17,90,0.07696,0.36,ci,ci38033968,2017-10-31T16:07:25.866Z,"6km NNW of Delta, B.C., MX",earthquake,0.7,1.58,0.191,24,reviewed,ci,ci
2017-10-31T13:52:21.360Z,34.9094,103.2877,10,5,mb,,68,13.122,0.54,us,us1000az11,2018-01-24T01:25:01.040Z,"14km NNE of Wanmao, China",earthquake,10.9,4.5,0.053,114,reviewed,us,us
2017-10-31T13:51:24.501Z,36.9958,-115.8137,0,0.4,ml,5,274.63,0.151,0.1479,nn,nn00611012,2017-11-01T02:35:45.697Z,"70km SW of Alamo, Nevada",earthquake,,0,0,1,reviewed,nn,nn
2017-10-31T13:46:29.970Z,36.3748333,-117.8493333,0.51,1.45,ml,29,82,0.1792,0.18,ci,ci38033960,2017-10-31T16:01:54.928Z,"17km NE of Olancha, CA",earthquake,0.26,0.72,0.066,16,reviewed,ci,ci
2017-10-31T13:45:41.910Z,19.5078333,-154.9943333,40.389,1.88,md,37,133,0.07436,0.11,hv,hv61962376,2017-11-02T18:24:31.770Z,"2km S of Ainaloa, Hawaii",earthquake,0.53,0.71,0.074,16,reviewed,hv,hv
2017-10-31T13:42:25.330Z,-3.7969,127.6458,10,5.1,mb,,46,4.546,0.7,us,us1000az0u,2018-01-24T01:25:01.040Z,"54km WSW of Hila, Indonesia",earthquake,6.3,1.8,0.065,76,reviewed,us,us
2017-10-31T13:42:25.010Z,-8.2696,159.1507,153.85,4.4,mb,,87,1.403,0.6,us,us2000bkym,2018-01-24T01:25:01.040Z,"27km SSE of Dadali, Solomon Islands",earthquake,11.9,6.5,0.13,17,reviewed,us,us
2017-10-31T13:27:44.992Z,61.5099,-149.8944,45.2,1.4,ml,,,,0.43,ak,ak17129363,2017-11-03T10:14:29.536Z,"3km ESE of Big Lake, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-10-31T13:24:48.745Z,59.8919,-153.5759,132.5,2.1,ml,,,,0.42,ak,ak17129358,2017-11-03T10:14:29.011Z,"76km ENE of Old Iliamna, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2017-10-31T13:23:54.228Z,58.2562,-155.1251,2.8,1.6,ml,,,,0.24,ak,ak17129343,2017-11-03T10:14:28.600Z,"101km ESE of King Salmon, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2017-10-31T13:11:45.300Z,38.8348351,-122.8036652,1.62,0.69,md,10,67,0.011,0.02,nc,nc72916616,2017-10-31T13:40:03.037Z,"7km WNW of Cobb, California",earthquake,0.59,0.71,0.22,2,automatic,nc,nc
2017-10-31T13:11:23.470Z,19.3838333,-155.2415,2.88,2.61,ml,38,71,0.00941,0.08,hv,hv61962356,2018-01-24T01:25:01.040Z,"5km S of Volcano, Hawaii",earthquake,0.16,0.16,0.284,21,reviewed,hv,hv
2017-10-31T13:11:12.340Z,-21.7383,168.7186,10,4.5,mb,,123,0.689,0.94,us,us2000bkzp,2018-01-24T01:25:01.040Z,"88km ESE of Tadine, New Caledonia",earthquake,6,1.6,0.221,6,reviewed,us,us
2017-10-31T13:06:43.450Z,-3.8081,127.7021,10,4.7,mb,,75,4.561,0.74,us,us2000bkyl,2018-01-24T01:25:01.040Z,"49km WSW of Hila, Indonesia",earthquake,4.5,1.9,0.095,34,reviewed,us,us
2017-10-31T13:00:07.470Z,38.8341667,-122.8016667,1.69,1.76,md,46,37,0.009805,0.08,nc,nc72916611,2017-11-07T06:44:02.525Z,"6km W of Cobb, California",earthquake,0.16,0.25,0.25,16,reviewed,nc,nc
2017-10-31T12:55:01.779Z,63.978,-148.3349,113.8,1.2,ml,,,,0.33,ak,ak17129336,2017-11-03T10:14:28.211Z,"33km ENE of Healy, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2017-10-31T12:52:53.210Z,38.8111649,-122.8219986,1.72,0.54,md,7,124,0.00606,0.03,nc,nc72916606,2017-10-31T13:19:03.019Z,"6km WNW of The Geysers, California",earthquake,0.51,0.62,0.02,2,automatic,nc,nc
2017-10-31T12:52:01.710Z,45.1178333,-111.7103333,12.62,0.52,ml,10,139,0.261,0.15,mb,mb80267509,2017-10-31T14:27:53.190Z,"26km SE of Virginia City, Montana",earthquake,0.53,2.32,0.162,2,reviewed,mb,mb
2017-10-31T12:49:13.170Z,16.1958,-98.8344,3.29,4.4,mb,,192,0.608,0.97,us,us1000az07,2018-01-24T01:25:01.040Z,"36km SSW of Tecoanapa, Mexico",earthquake,5.6,7.8,0.074,53,reviewed,us,us
2017-10-31T12:48:30.310Z,-3.7217,127.8763,10,4.5,mb,,84,4.437,1.08,us,us2000bkyy,2018-01-24T01:25:01.040Z,"28km WSW of Hila, Indonesia",earthquake,8.1,1.9,0.108,25,reviewed,us,us
2017-10-31T12:44:34.040Z,37.6376667,-118.9278333,0.18,0.53,md,20,74,0.02294,0.04,nc,nc72916601,2017-10-31T19:50:03.806Z,"4km ESE of Mammoth Lakes, California",earthquake,0.19,0.37,0.444,17,reviewed,nc,nc
2017-10-31T12:42:52.190Z,37.636,-118.9288333,0.04,2.41,md,34,78,0.02286,0.06,nc,nc72916591,2017-11-03T03:46:04.270Z,"4km ESE of Mammoth Lakes, California",earthquake,0.16,0.26,0.189,29,reviewed,nc,nc
2017-10-31T12:41:39.180Z,38.7678337,-122.7415009,1.9,0.93,md,7,190,0.01583,0.01,nc,nc72916596,2017-10-31T13:54:03.059Z,"1km SE of The Geysers, California",earthquake,0.69,0.95,0.02,2,automatic,nc,nc
2017-10-31T12:41:13.570Z,-3.6685,128.1185,10,5.1,mb,,56,4.19,0.79,us,us2000bkz2,2018-01-24T01:25:01.040Z,"7km WNW of Ambon, Indonesia",earthquake,8.4,1.9,0.108,28,reviewed,us,us
2017-10-31T12:37:47.820Z,-3.8194,127.769,15.77,5.7,mww,,22,4.56,1.09,us,us1000az05,2018-01-24T01:25:01.040Z,"43km SW of Hila, Indonesia",earthquake,6.7,3,0.047,43,reviewed,us,us
2017-10-31T12:37:12.570Z,36.426,-120.9985,0.25,2.12,md,50,127,0.01668,0.11,nc,nc72916586,2017-11-03T19:32:02.740Z,"24km ENE of Greenfield, California",earthquake,0.22,0.84,0.26,43,reviewed,nc,nc
2017-10-31T12:31:05.020Z,-8.2299,159.4983,158.8,4.1,mb,,274,1.28,0.33,us,us2000bkyj,2018-01-24T01:25:01.040Z,"13km SW of Buala, Solomon Islands",earthquake,14.7,10.1,0.158,11,reviewed,us,us
